// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4486D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
28831		-7.754383	1.938706	5.831486	-0.002885	0.006195	-0.011987	17.939321	51.397747	-13.026106			
28832		-7.755098	1.937574	5.830912	-0.003272	0.010168	-0.012584	17.937727	51.400487	-13.032926			
28833		-7.744897	1.915317	5.825908	0.005413	0.011704	-0.012189	17.945417	51.406927	-13.039357			
28834		-7.716005	1.904932	5.810438	0.001881	0.012495	-0.012831	17.947125	51.410984	-13.045736			
28835		-7.769091	1.956321	5.832040	0.001971	0.015548	-0.014658	17.952105	51.420243	-13.053511			
28836		-7.781208	1.953687	5.809213	-0.001173	0.012367	-0.014704	17.950757	51.424565	-13.061566			
28837		-7.782171	1.952387	5.808359	-0.003508	0.010744	-0.015196	17.953102	51.434092	-13.080839			
28838		-7.772080	1.929823	5.803292	0.001166	0.013994	-0.014211	17.953795	51.439223	-13.088010			
28839		-7.746717	1.996314	5.811779	-0.004314	0.009186	-0.014750	17.955766	51.448181	-13.106241			
28840		-7.766237	1.937629	5.769488	-0.002604	0.015133	-0.011010	17.956746	51.453377	-13.110296			
28841		-7.826816	1.955744	5.797566	-0.008653	0.008192	-0.008493	17.957532	51.456664	-13.111483			
28842		-7.805455	1.934864	5.814532	-0.002214	0.011162	-0.010412	17.958266	51.459592	-13.116140			
28843		-7.787466	1.945879	5.803444	0.002038	0.008879	-0.008385	17.966757	51.464724	-13.129467			
28844		-7.795820	1.912218	5.808858	0.003326	0.009519	-0.010060	17.970547	51.466700	-13.134288			
28845		-7.770239	1.956326	5.791531	0.001082	0.010948	-0.012379	17.973320	51.469182	-13.143433			
28846		-7.771236	1.978376	5.816509	0.002609	0.011015	-0.011441	17.976087	51.472216	-13.149040			
28847		-7.779595	1.944329	5.822039	0.004679	0.003934	-0.018379	17.980247	51.480502	-13.167089			
28848		-7.750483	1.956273	5.833104	-0.004154	0.005792	-0.016764	17.974340	51.481643	-13.178842			
28849		-7.784406	1.972759	5.793227	-0.009602	0.010489	-0.018943	17.967542	51.486758	-13.196286			
28850		-7.785220	1.970592	5.792871	-0.020141	0.006171	-0.014614	17.954032	51.487725	-13.206055			
28851		-7.785702	1.945314	5.766960	-0.021185	0.005188	-0.016781	17.938424	51.486090	-13.209174			
28852		-7.756292	1.933207	5.752764	-0.019833	-0.000624	-0.018646	17.920823	51.484057	-13.224393			
28853		-7.767914	1.974579	5.783304	-0.025696	-0.001459	-0.019784	17.902220	51.484016	-13.248749			
28854		-7.805871	1.947757	5.804329	-0.031621	0.004161	-0.020727	17.877502	51.484954	-13.264440			
28855		-7.828831	1.986646	5.813002	-0.031937	0.001921	-0.027966	17.849071	51.487660	-13.270344			
28856		-7.904570	1.935153	5.854462	-0.035372	0.005773	-0.030430	17.815908	51.491171	-13.294068			
28857		-7.886431	1.920161	5.818541	-0.027831	0.003046	-0.023917	17.794449	51.493595	-13.330840			
28858		-7.864902	1.896804	5.836467	-0.023570	0.001004	-0.028344	17.768426	51.494128	-13.354098			
28859		-7.865570	1.893537	5.836628	-0.015855	0.004390	-0.025478	17.752546	51.498419	-13.370398			
28860		-7.847696	1.925615	5.852266	-0.008556	0.002237	-0.021580	17.740036	51.498438	-13.387381			
28861		-7.866953	1.934181	5.888808	-0.008564	-0.007033	-0.026409	17.728371	51.501224	-13.425613			
28862		-7.934208	1.917046	5.924821	-0.012582	-0.014596	-0.030650	17.703651	51.493641	-13.455271			
28863		-8.060442	1.918167	5.991017	-0.015252	-0.037478	-0.035141	17.670441	51.472894	-13.501048			
28864		-8.352302	1.931455	6.117162	-0.003652	-0.095177	-0.040667	17.626462	51.423031	-13.561898			
28865		-8.760170	1.813551	6.456666	0.051201	-0.179199	-0.048582	17.589781	51.325330	-13.634225			
28866		-9.235095	1.603369	6.960333	0.172850	-0.299024	-0.037982	17.605169	51.163633	-13.748786			
28867		-9.668937	1.320685	7.142640	0.401842	-0.501655	-0.016943	17.724859	50.887212	-13.917710			
28868		-9.281685	1.226735	6.639107	0.709488	-0.736922	-0.027728	17.961586	50.485194	-14.144521			
28869		-7.909006	1.095533	5.729035	1.029841	-0.727718	-0.032072	18.379976	50.084497	-14.388250			
28870		-7.110362	1.291575	5.393361	1.305486	-0.502149	0.009511	19.030917	49.805250	-14.522498			
28871		-7.471822	1.898852	6.003266	1.355386	-0.355584	0.032918	19.755704	49.600689	-14.599895			
28872		-7.806339	2.164535	6.292195	1.220763	-0.386890	0.012690	20.380515	49.384977	-14.705565			
28873		-7.470333	2.247783	5.982748	1.045769	-0.436189	-0.034559	20.861725	49.149339	-14.867144			
28874		-7.011776	2.340040	5.740440	0.937211	-0.419466	-0.083360	21.254158	48.937195	-15.066107			
28875		-6.702737	2.486550	5.680329	0.864711	-0.402064	-0.116400	21.586661	48.735618	-15.276742			
28876		-6.305366	2.383861	5.490005	0.737197	-0.353494	-0.156999	21.835131	48.575690	-15.515986			
28877		-6.212165	2.270055	5.155390	0.555453	-0.226362	-0.209406	21.977558	48.489612	-15.748555			
28878		-6.437479	2.211887	4.958468	0.402865	-0.131972	-0.270655	22.020162	48.472547	-16.007542			
28879		-6.743820	2.177030	4.825915	0.296305	-0.052640	-0.318155	21.994430	48.510573	-16.274492			
28880		-7.069569	2.127700	4.902626	0.207724	-0.005431	-0.351610	21.906792	48.577951	-16.557822			
28881		-7.387502	1.927770	5.058733	0.128368	0.022574	-0.374689	21.764995	48.659393	-16.846808			
28882		-7.748270	1.642371	5.226688	0.124040	0.042402	-0.395075	21.613000	48.760576	-17.151248			
28883		-8.035389	1.451324	5.389648	0.211038	0.035872	-0.395947	21.508029	48.855723	-17.452918			
28884		-8.035850	1.373209	5.479348	0.359873	0.011466	-0.374131	21.494628	48.935355	-17.751885			
28885		-7.838512	1.530660	5.520830	0.513984	-0.002777	-0.348988	21.578300	48.991390	-18.009324			
28886		-7.588285	1.783928	5.566201	0.625697	0.002197	-0.332186	21.739885	49.057740	-18.277641			
28887		-7.393617	2.209920	5.627211	0.677418	0.024020	-0.314651	21.946138	49.127143	-18.504127			
28888		-7.266564	2.699582	5.876118	0.634729	0.058042	-0.305602	22.142592	49.218607	-18.732582			
28889		-7.322462	3.151540	6.029721	0.525082	0.084930	-0.299770	22.286186	49.322004	-18.888051			
28890		-7.470017	3.463232	6.179447	0.377699	0.106542	-0.298638	22.351218	49.438367	-19.094873			
28891		-7.518142	3.528975	6.130914	0.244490	0.120024	-0.300030	22.340683	49.551786	-19.272116			
28892		-7.534853	3.439378	6.048769	0.159058	0.119793	-0.288062	22.289113	49.672847	-19.466815			
28893		-7.401031	3.263942	5.963189	0.092818	0.133550	-0.264476	22.216181	49.783838	-19.616401			
28894		-7.318933	3.032718	5.807792	0.037146	0.163875	-0.241131	22.133967	49.917814	-19.759096			
28895		-7.329892	2.793548	5.795284	0.008342	0.163999	-0.217406	22.049169	50.034427	-19.864836			
28896		-7.272433	2.481784	5.765068	0.011482	0.168190	-0.213778	21.969303	50.164538	-19.984762			
28897		-7.250172	2.206507	5.716873	0.014781	0.163259	-0.223146	21.884868	50.290619	-20.111196			
28898		-7.207756	2.086260	5.644100	0.025456	0.166354	-0.230899	21.800245	50.423174	-20.247244			
28899		-7.143579	2.201934	5.666550	0.038063	0.166430	-0.233027	21.720670	50.542597	-20.352621			
28900		-7.037761	2.420944	5.837531	-0.022556	0.192500	-0.195301	21.636940	50.681272	-20.451387			
28901		-7.493393	2.907993	5.898506	-0.088168	0.218294	-0.106667	21.579858	50.802638	-20.440777			
28902		-8.225958	3.499920	6.229392	-0.097841	0.149050	-0.019553	21.555785	50.881005	-20.406624			
28903		-8.488942	3.777134	6.545846	-0.127244	0.037127	0.040069	21.525241	50.871335	-20.313622			
28904		-8.482964	3.452760	6.693461	-0.152203	-0.027713	0.072169	21.484377	50.836210	-20.260917			
28905		-8.344604	2.761642	6.646134	-0.108009	-0.083079	0.060952	21.448096	50.756517	-20.210867			
28906		-7.961564	2.286951	6.465505	0.021632	-0.124417	0.046993	21.465474	50.675105	-20.211457			
28907		-7.584082	2.160406	6.250421	0.135416	-0.122280	0.052556	21.553639	50.580398	-20.198269			
28908		-7.510995	2.221116	6.150043	0.221328	-0.111154	0.067290	21.701675	50.501748	-20.177804			
28909		-7.679079	2.361229	6.159546	0.209320	-0.099488	0.063976	21.844550	50.409814	-20.149279			
28910		-8.088000	2.441679	6.118214	0.137068	-0.112567	0.038549	21.924963	50.336467	-20.153855			
28911		-8.228724	2.476416	6.086180	0.061148	-0.134324	0.005839	21.936743	50.246806	-20.164069			
28912		-8.120623	2.346634	5.933912	-0.021219	-0.145503	-0.016955	21.882568	50.167801	-20.225753			
28913		-8.001803	2.217670	5.803326	-0.069643	-0.129087	-0.022643	21.803499	50.089268	-20.275493			
28914		-7.989300	2.046435	5.771578	-0.077416	-0.124748	-0.022311	21.719482	50.022331	-20.334222			
28915		-7.983809	1.924837	5.817163	-0.023431	-0.144082	-0.012974	21.669763	49.933987	-20.377515			
28916		-7.878149	1.869261	5.819140	0.044415	-0.171771	-0.007848	21.653293	49.838872	-20.439322			
28917		-7.776185	1.961252	5.755273	0.098782	-0.191545	-0.002330	21.668867	49.724535	-20.490094			
28918		-7.664962	2.168674	5.799128	0.129648	-0.198488	0.004148	21.702407	49.612663	-20.550542			
28919		-7.653970	2.374362	5.842533	0.133474	-0.192643	0.013542	21.747630	49.492567	-20.569915			
28920		-7.670964	2.559009	5.965535	0.129566	-0.188485	0.021008	21.794264	49.382478	-20.613242			
28921		-7.750676	2.655264	5.976444	0.091038	-0.193280	0.035010	21.829038	49.257239	-20.648393			
28922		-7.831345	2.660263	6.045783	0.054213	-0.211999	0.051315	21.845498	49.128206	-20.674694			
28923		-7.861408	2.661138	6.178347	0.023355	-0.243182	0.061016	21.845375	48.973758	-20.701777			
28924		-7.838315	2.550697	6.287079	0.002189	-0.272876	0.069804	21.828639	48.808397	-20.732689			
28925		-7.866680	2.437945	6.372410	-0.007968	-0.300435	0.075930	21.805959	48.621178	-20.747730			
28926		-7.908166	2.378156	6.395059	0.013393	-0.322440	0.075616	21.787639	48.428189	-20.789479			
28927		-7.931127	2.357880	6.427782	0.037757	-0.351696	0.078080	21.781193	48.208099	-20.830487			
28928		-7.918238	2.415505	6.478595	0.066735	-0.376671	0.084902	21.786606	47.984262	-20.881677			
28929		-7.852213	2.508338	6.489813	0.083527	-0.401337	0.094168	21.804061	47.742775	-20.912002			
28930		-7.783889	2.602468	6.502534	0.083351	-0.434630	0.106908	21.818824	47.483434	-20.963802			
28931		-7.680894	2.602215	6.524290	0.075136	-0.454856	0.120260	21.834802	47.209136	-21.017191			
28932		-7.630947	2.599955	6.522547	0.055716	-0.471473	0.125957	21.836789	46.926152	-21.065273			
28933		-7.534468	2.534334	6.571029	0.041272	-0.487976	0.124191	21.829579	46.625415	-21.110961			
28934		-7.480646	2.481182	6.493933	0.032215	-0.488138	0.123014	21.813504	46.334174	-21.165835			
28935		-7.423207	2.458951	6.404723	0.025439	-0.497811	0.115092	21.790854	46.031801	-21.226278			
28936		-7.433762	2.455336	6.294269	0.017271	-0.502240	0.111156	21.757686	45.735536	-21.293577			
28937		-7.446002	2.410699	6.319213	0.022569	-0.523767	0.117198	21.730899	45.415395	-21.350863			
28938		-7.373505	2.406941	6.429640	0.042192	-0.551560	0.115460	21.705114	45.091904	-21.428582			
28939		-7.232955	2.398315	6.405250	0.057284	-0.561057	0.117087	21.691732	44.751691	-21.502804			
28940		-7.183986	2.452731	6.363685	0.064965	-0.563686	0.126181	21.683530	44.419431	-21.574964			
28941		-7.102863	2.461123	6.405150	0.057537	-0.565208	0.129359	21.677373	44.074509	-21.643067			
28942		-7.060990	2.479186	6.409490	0.067070	-0.563479	0.130114	21.673686	43.741502	-21.711327			
28943		-7.053956	2.493586	6.532935	0.075183	-0.568344	0.124075	21.675360	43.397542	-21.776229			
28944		-7.004069	2.458811	6.547267	0.077214	-0.566933	0.116230	21.670967	43.065619	-21.854847			
28945		-6.976509	2.471356	6.531392	0.096589	-0.562684	0.108399	21.678736	42.731793	-21.934780			
28946		-6.879132	2.491216	6.554087	0.101237	-0.558190	0.114637	21.690205	42.404866	-22.011281			
28947		-6.819694	2.529976	6.471745	0.095496	-0.547876	0.108454	21.702665	42.077177	-22.056290			
28948		-6.679172	2.571014	6.513983	0.094990	-0.539622	0.106814	21.711394	41.761803	-22.132470			
28949		-6.587107	2.561669	6.511125	0.068212	-0.518903	0.103940	21.711614	41.452307	-22.207515			
28950		-6.577681	2.587424	6.527020	0.044141	-0.498040	0.096299	21.695135	41.161286	-22.278668			
28951		-6.611103	2.620914	6.507575	0.028433	-0.475385	0.081824	21.671399	40.881113	-22.350163			
28952		-6.631970	2.654079	6.540505	0.019485	-0.464477	0.073327	21.637501	40.612771	-22.427161			
28953		-6.616004	2.641013	6.654785	0.030802	-0.463856	0.073325	21.612842	40.345682	-22.505831			
28954		-6.557498	2.627799	6.733755	0.033329	-0.445609	0.072444	21.590987	40.087525	-22.577306			
28955		-6.533329	2.575987	6.753782	0.038451	-0.437070	0.067404	21.574734	39.835511	-22.640362			
28956		-6.483015	2.499959	6.856965	0.055326	-0.434909	0.065180	21.565084	39.584554	-22.713219			
28957		-6.421269	2.519805	6.919511	0.073024	-0.427694	0.055645	21.565707	39.339782	-22.790291			
28958		-6.420346	2.508872	6.977163	0.111394	-0.435138	0.045197	21.580255	39.092915	-22.876453			
28959		-6.350581	2.595598	7.011085	0.145443	-0.434388	0.045116	21.616874	38.847628	-22.965387			
28960		-6.326141	2.657552	7.058480	0.147008	-0.431155	0.052148	21.656202	38.601488	-23.045482			
28961		-6.324621	2.767552	7.077120	0.157626	-0.433836	0.055942	21.705137	38.355168	-23.123705			
28962		-6.287177	2.805053	7.155087	0.151858	-0.431271	0.057342	21.749975	38.107967	-23.200262			
28963		-6.245799	2.874258	7.219055	0.154459	-0.428079	0.058729	21.799300	37.864478	-23.276519			
28964		-6.199328	2.902811	7.190785	0.140804	-0.435082	0.056493	21.837357	37.615527	-23.354657			
28965		-6.110042	2.919467	7.195061	0.100518	-0.429784	0.053826	21.853855	37.372047	-23.435640			
28966		-6.077779	2.928710	7.218591	0.065892	-0.422331	0.052734	21.850267	37.130717	-23.512549			
28967		-6.098891	2.962917	7.248115	0.044447	-0.418242	0.052917	21.837176	36.894005	-23.589350			
28968		-6.057568	2.912166	7.317030	0.043498	-0.413914	0.049460	21.821667	36.657827	-23.665596			
28969		-6.098123	2.908552	7.343344	0.049447	-0.413839	0.058863	21.815181	36.422077	-23.737081			
28970		-6.060712	2.906412	7.261273	0.044039	-0.414051	0.062471	21.805886	36.183037	-23.804213			
28971		-5.983254	2.862924	7.223995	0.039884	-0.413111	0.067973	21.798493	35.945692	-23.868881			
28972		-5.931720	2.830748	7.206627	0.034693	-0.406900	0.069165	21.788254	35.709019	-23.929252			
28973		-5.875581	2.825515	7.208931	0.029540	-0.396636	0.067479	21.777781	35.480581	-23.989602			
28974		-5.806299	2.829526	7.193154	0.025194	-0.386482	0.060144	21.762436	35.256670	-24.050076			
28975		-5.766360	2.813268	7.210962	0.028381	-0.371606	0.055343	21.751030	35.044076	-24.111483			
28976		-5.707688	2.834473	7.230464	0.044720	-0.364555	0.042395	21.744142	34.835585	-24.177375			
28977		-5.651956	2.901345	7.306468	0.059036	-0.354135	0.042318	21.748689	34.635104	-24.242266			
28978		-5.614582	2.921126	7.272870	0.036320	-0.336461	0.044805	21.742544	34.441052	-24.299035			
28979		-5.606378	2.955536	7.225599	0.031461	-0.324970	0.042376	21.736058	34.256025	-24.356129			
28980		-5.526826	2.963300	7.220516	0.007369	-0.308518	0.043050	21.717205	34.077205	-24.406535			
28981		-5.471995	2.935825	7.178155	-0.016466	-0.287250	0.036359	21.686837	33.913571	-24.457555			
28982		-5.416369	2.938281	7.120753	-0.026090	-0.264971	0.034013	21.652235	33.759811	-24.502252			
28983		-5.404610	2.956584	7.172689	-0.002905	-0.244074	0.030626	21.634316	33.620380	-24.545498			
28984		-5.322442	3.030011	7.274850	-0.009304	-0.233899	0.026332	21.611321	33.484762	-24.586935			
28985		-5.246802	3.030191	7.298222	-0.017057	-0.210672	0.020180	21.586460	33.365259	-24.628270			
28986		-5.238572	3.047306	7.347193	-0.024098	-0.191791	0.019512	21.558721	33.253486	-24.663182			
28987		-5.172089	3.018876	7.348594	-0.027486	-0.177986	0.018172	21.531986	33.151809	-24.697322			
28988		-5.154842	2.968936	7.334365	-0.020504	-0.162552	0.012626	21.508139	33.057043	-24.729077			
28989		-5.112672	2.983507	7.341144	-0.023788	-0.140126	0.009243	21.485802	32.977383	-24.759232			
28990		-5.106739	2.941242	7.256493	-0.020741	-0.117981	0.001036	21.464030	32.908794	-24.787063			
28991		-5.074770	2.928236	7.240794	-0.011014	-0.099525	-0.005351	21.449614	32.853837	-24.816220			
28992		-5.073860	2.864297	7.273682	-0.010814	-0.074359	-0.006969	21.436763	32.810177	-24.838177			
28993		-5.082758	2.853533	7.295064	0.002939	-0.057846	-0.018128	21.431585	32.780069	-24.865043			
28994		-5.118803	2.890594	7.288726	0.024323	-0.040459	-0.032287	21.434779	32.759788	-24.894594			
28995		-5.149432	2.955653	7.301277	0.033744	-0.032996	-0.037082	21.444140	32.746915	-24.927245			
28996		-5.182260	2.954056	7.375183	0.037311	-0.013503	-0.043158	21.454694	32.743295	-24.956973			
28997		-5.186072	2.968308	7.446007	0.044001	0.009682	-0.046303	21.472499	32.755132	-24.984839			
28998		-5.228091	3.051923	7.492742	0.057970	0.030635	-0.048377	21.499049	32.776158	-25.006870			
28999		-5.280700	3.077714	7.532222	0.072923	0.045795	-0.049891	21.537093	32.808017	-25.027964			
29000		-5.338489	3.154171	7.594012	0.101798	0.052772	-0.048926	21.591567	32.840980	-25.044776			
29001		-5.386101	3.165649	7.592937	0.115792	0.067445	-0.048523	21.657603	32.884086	-25.059532			
29002		-5.362421	3.142083	7.525814	0.107120	0.086585	-0.046136	21.720741	32.934493	-25.065977			
29003		-5.361757	3.206295	7.523201	0.094216	0.098988	-0.036951	21.782778	32.991955	-25.065332			
29004		-5.366623	3.207476	7.548895	0.086476	0.105985	-0.031527	21.841881	33.049585	-25.057462			
