// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B44804
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
28809		3.334292	4.075446	8.944988	0.008174	-0.008911	-0.009058	25.073597	-17.711394	-12.487231			
28810		3.313760	4.078492	8.907739	0.006469	-0.007804	-0.007172	25.068672	-17.714029	-12.486577			
28811		3.337774	4.074147	8.909561	0.010049	-0.007148	-0.009880	25.070558	-17.711942	-12.491153			
28812		3.340454	4.093787	8.924795	0.010311	-0.005206	-0.010784	25.068237	-17.712299	-12.492149			
28813		3.322156	4.115395	8.903429	0.006823	-0.006789	-0.010041	25.068269	-17.709991	-12.496716			
28814		3.317103	4.101134	8.921349	0.005125	-0.008044	-0.010653	25.063245	-17.711885	-12.497777			
28815		3.296222	4.125547	8.934392	0.003329	-0.006010	-0.006801	25.060675	-17.709964	-12.500376			
28816		3.315148	4.105425	8.954848	0.001014	-0.010221	-0.003638	25.052352	-17.714685	-12.497901			
28817		3.318519	4.102228	8.920319	-0.002040	-0.006993	-0.002736	25.046105	-17.714266	-12.498530			
28818		3.332494	4.045119	8.909109	0.004147	-0.009652	-0.001511	25.039168	-17.719076	-12.495351			
28819		3.325434	4.012218	8.911103	0.007640	-0.010431	-0.004752	25.039064	-17.719956	-12.497950			
28820		3.317915	4.085519	8.902971	0.008164	-0.006548	-0.006560	25.034961	-17.721821	-12.497855			
28821		3.349450	4.157795	9.002526	0.004763	-0.006696	-0.005285	25.033004	-17.720638	-12.499790			
28822		3.339899	4.084832	8.938612	0.005765	-0.012193	-0.003927	25.027746	-17.726001	-12.496624			
28823		3.317354	4.047697	8.835307	0.007912	-0.013213	-0.010650	25.028986	-17.726905	-12.503135			
28824		3.365039	4.038276	8.839395	0.010748	-0.005119	-0.015624	25.027948	-17.726366	-12.506145			
28825		3.345989	4.103487	8.918265	0.010736	-0.000394	-0.010630	25.029806	-17.720625	-12.509378			
28826		3.305731	4.192127	9.010739	0.004207	-0.003476	-0.013977	25.024443	-17.719130	-12.513793			
28827		3.314246	4.077095	8.917727	0.001815	-0.011484	-0.013839	25.022576	-17.718373	-12.521595			
28828		3.335740	4.032590	8.853691	0.007435	-0.006195	-0.016314	25.019845	-17.718255	-12.526193			
28829		3.314309	4.057545	8.866688	0.007781	-0.002818	-0.016688	25.021193	-17.712314	-12.533339			
28830		3.334883	4.078421	8.952970	0.007434	-0.006194	-0.016313	25.018614	-17.711985	-12.535722			
28831		3.337274	4.076508	8.918197	0.009658	-0.003417	-0.020009	25.021631	-17.705555	-12.544824			
28832		3.313097	4.083317	8.915307	0.008050	-0.005602	-0.022585	25.020266	-17.703628	-12.553174			
28833		3.315204	4.103125	8.930655	0.007868	-0.003746	-0.018653	25.022053	-17.697701	-12.561617			
28834		3.315015	4.082883	8.880025	0.011007	-0.005535	-0.019024	25.021917	-17.695772	-12.565455			
28835		3.309381	4.069252	8.897930	0.008041	-0.003239	-0.020088	25.023999	-17.689238	-12.574544			
28836		3.348231	4.132515	8.894531	0.010830	-0.006041	-0.017588	25.023463	-17.688113	-12.579898			
28837		3.310774	4.112551	8.962744	0.011957	0.000797	-0.023175	25.027981	-17.678738	-12.589638			
28838		3.281367	4.082706	8.928182	0.011004	-0.005534	-0.019022	25.028021	-17.677167	-12.592213			
28839		3.312698	4.090745	8.877271	0.009301	-0.004429	-0.017136	25.030419	-17.671973	-12.599983			
28840		3.306843	4.098816	8.945299	0.009733	-0.001981	-0.019478	25.029229	-17.669015	-12.607525			
28841		3.311606	4.115148	8.926457	0.004289	-0.004405	-0.015939	25.028549	-17.664104	-12.614635			
28842		3.313913	4.134567	8.941888	0.005816	-0.006016	-0.016389	25.025235	-17.663742	-12.616885			
28843		3.303786	4.083624	8.928206	0.006822	-0.009147	-0.012532	25.025806	-17.662123	-12.623339			
28844		3.301587	4.066212	8.911817	0.006821	-0.009146	-0.012532	25.022409	-17.664541	-12.628916			
28845		3.306773	4.103955	8.942968	0.003764	-0.005924	-0.011632	25.020827	-17.661473	-12.634059			
28846		3.317181	4.134808	8.905763	0.000629	-0.006501	-0.013755	25.014061	-17.661948	-12.636965			
28847		3.306720	4.105146	8.942441	0.000976	-0.005489	-0.016626	25.011671	-17.657448	-12.644715			
28848		3.307003	4.084153	8.891985	0.005124	-0.010404	-0.013140	25.007876	-17.659991	-12.645856			
28849		3.307258	4.084858	8.891566	0.000544	-0.007936	-0.014284	25.005038	-17.657334	-12.652945			
28850		3.309832	4.103884	8.907072	0.002240	-0.006677	-0.013676	24.999319	-17.657608	-12.654661			
28851		3.309499	4.126142	8.956966	-0.002168	-0.003703	-0.016255	24.994924	-17.652282	-12.661743			
28852		3.285692	4.131594	8.954534	-0.002944	-0.007163	-0.011041	24.985706	-17.653662	-12.664709			
28853		3.304855	4.089675	8.925040	-0.000232	-0.011396	-0.009070	24.981821	-17.654075	-12.669828			
28854		3.300463	4.053032	8.893103	-0.000239	-0.009033	-0.006576	24.973837	-17.657321	-12.667174			
28855		3.308347	4.108820	8.940152	0.005027	-0.007109	-0.008682	24.972570	-17.655606	-12.670986			
28856		3.287619	4.132922	8.953213	-0.000495	-0.010974	-0.005669	24.964279	-17.660377	-12.671234			
28857		3.291122	4.129649	8.918619	-0.002364	-0.012741	-0.004841	24.958572	-17.662521	-12.674378			
28858		3.289599	4.111020	8.902543	-0.005672	-0.013826	-0.005527	24.947606	-17.669256	-12.674966			
28859		3.319263	4.120588	8.886291	-0.006773	-0.009768	-0.007419	24.939568	-17.669239	-12.678757			
28860		3.341044	4.118096	8.922908	-0.011950	-0.012621	-0.007276	24.925306	-17.674799	-12.678968			
28861		3.323045	4.137639	8.902261	-0.014398	-0.011173	-0.015140	24.914283	-17.673654	-12.687321			
28862		3.412374	4.184437	8.870272	-0.030264	-0.009849	-0.019321	24.891017	-17.674321	-12.697323			
28863		3.396770	4.093377	8.826685	-0.038401	-0.001876	-0.030213	24.868019	-17.664719	-12.711547			
28864		3.400395	4.043545	8.920554	-0.042568	0.018663	-0.036179	24.838370	-17.646729	-12.723595			
28865		3.300207	3.667795	9.072293	-0.011660	0.023479	-0.048066	24.831693	-17.619662	-12.741163			
28866		3.248574	3.055741	9.196516	0.114142	0.037927	-0.069379	24.896201	-17.583794	-12.760927			
28867		2.927629	2.570840	9.493931	0.327739	0.012040	-0.109074	25.094844	-17.547855	-12.814536			
28868		2.769829	2.044102	9.806194	0.630803	-0.058867	-0.176674	25.479423	-17.535379	-12.923387			
28869		2.786932	1.962492	10.328339	0.908886	-0.186546	-0.401871	26.074200	-17.528256	-13.186783			
28870		2.437708	1.043344	10.866861	1.318762	-0.453577	-0.733989	26.975340	-17.573705	-13.689659			
28871		3.019421	0.189211	10.508203	1.933294	-0.729743	-1.076062	28.311844	-17.654889	-14.463296			
28872		3.220847	0.677136	10.380414	2.607891	-0.878255	-1.424968	30.100104	-17.696245	-15.454055			
28873		2.690231	1.384460	9.816877	3.200807	-1.083818	-1.697132	32.296117	-17.720764	-16.661679			
28874		2.446920	2.555448	9.327059	3.677370	-1.257929	-1.898401	34.807272	-17.721395	-18.021152			
28875		-1.685043	3.612316	8.431085	3.832090	-1.192920	-2.664268	37.513899	-17.369811	-19.733226			
28876		1.472908	4.408774	7.925507	4.364715	-1.471564	-3.115206	40.592555	-16.901211	-21.730459			
28877		4.049954	8.254281	7.543038	4.441943	-1.482602	-2.687361	43.644957	-16.496316	-23.513860			
28878		2.792518	10.423912	7.917599	3.916371	-1.456908	-2.076664	46.296314	-16.247827	-24.997075			
28879		3.057935	11.377299	7.438050	3.251298	-1.350260	-1.470531	48.483935	-16.149487	-26.180086			
28880		3.151366	11.644227	6.797919	2.436629	-1.093641	-1.040461	50.117359	-16.108213	-27.070760			
28881		2.895877	10.293530	5.889483	1.732622	-0.828598	-0.753076	51.288461	-16.073208	-27.733576			
28882		3.017089	8.077563	4.736350	1.462802	-0.536303	-0.618118	52.247230	-15.987320	-28.204723			
28883		2.877208	6.557336	3.585731	1.627887	-0.151522	-0.647916	53.256998	-15.742730	-28.506120			
28884		2.687355	5.813770	3.237154	2.038657	0.195693	-0.819506	54.465642	-15.299864	-28.691766			
28885		2.370861	5.636291	3.248605	2.521819	0.396936	-0.974423	55.939491	-14.710168	-28.824182			
28886		2.243976	6.708071	3.272053	2.917495	0.513469	-1.042734	57.621113	-14.052043	-28.900421			
28887		2.054848	7.957216	3.379301	3.007439	0.560577	-1.042957	59.347348	-13.373523	-28.935966			
28888		2.123075	8.130961	3.186788	2.882041	0.563741	-0.959787	60.986786	-12.738889	-28.921873			
28889		2.052283	8.033798	2.646118	2.714838	0.531679	-0.829023	62.526404	-12.175318	-28.873048			
28890		1.983058	8.268446	2.636949	2.441012	0.512134	-0.764709	63.901603	-11.655238	-28.800156			
28891		2.052077	9.021560	3.012682	1.973952	0.493862	-0.742011	65.011897	-11.148859	-28.722503			
28892		2.379439	8.941917	3.107420	1.385577	0.468967	-0.677431	65.780505	-10.687511	-28.631564			
28893		2.380465	8.207069	2.678736	0.873869	0.474585	-0.619610	66.255828	-10.251958	-28.521426			
28894		2.265675	7.476729	2.517188	0.594671	0.537353	-0.623543	66.562974	-9.804963	-28.373565			
28895		1.890558	7.197967	2.908161	0.485058	0.502755	-0.618130	66.813826	-9.365103	-28.243194			
28896		1.377187	6.937485	2.930608	0.524043	0.359227	-0.649989	67.098300	-8.945651	-28.192592			
28897		1.255485	6.933247	2.791264	0.700868	0.204429	-0.705726	67.501243	-8.526854	-28.236925			
28898		1.046021	15.528639	9.466680	0.500959	-0.301525	-0.289397	67.812872	-8.443027	-28.455875			
28899		1.896193	23.159572	4.707239	-1.320997	-1.244444	0.390723	67.137470	-8.922413	-29.031152			
28900		3.258083	11.887000	3.328507	-0.311955	-0.562793	0.779322	66.970225	-9.462645	-29.149489			
28901		3.335511	11.485828	2.635546	0.345381	-0.392511	0.958524	67.160848	-10.055486	-29.138267			
28902		2.357599	8.800437	4.392082	0.305107	-0.137990	0.713788	67.312292	-10.466856	-29.045571			
28903		2.468073	5.834928	3.649154	0.364769	0.029649	0.180138	67.504882	-10.555077	-28.985054			
28904		3.642536	6.270589	3.493658	0.529823	0.097412	-0.280206	67.802013	-10.389272	-28.988512			
28905		3.330900	7.538945	3.930223	0.614692	0.144434	-0.547090	68.155450	-10.067154	-29.025746			
28906		2.784365	9.645446	4.514487	0.505231	0.159124	-0.574989	68.443074	-9.731845	-29.057128			
28907		1.854365	10.122813	4.508012	0.232302	0.116898	-0.444894	68.575351	-9.469670	-29.084398			
28908		1.993640	9.114072	3.713409	0.308081	-0.018507	-0.222235	68.752773	-9.359531	-29.135054			
28909		2.059737	9.462286	3.895109	0.558775	-0.134892	-0.035336	69.079958	-9.368024	-29.211288			
28910		1.453966	9.057353	4.046488	0.744594	-0.185872	-0.102382	69.517999	-9.355508	-29.326954			
28911		2.051016	9.005547	3.727095	0.910838	-0.154330	-0.223255	70.054660	-9.265674	-29.451588			
28912		1.886362	9.171926	3.488792	1.021092	-0.069226	-0.373990	70.648871	-9.081995	-29.556074			
28913		2.057990	9.290547	3.119757	1.124834	0.059779	-0.473836	71.296156	-8.813918	-29.608656			
28914		2.018360	9.738351	3.147541	1.149330	0.201397	-0.538012	71.944363	-8.489947	-29.589909			
28915		1.796909	10.489555	3.324204	1.096248	0.274455	-0.506620	72.557506	-8.165397	-29.523743			
28916		1.423659	11.551370	3.745103	0.932537	0.253754	-0.385815	73.073059	-7.916319	-29.443185			
28917		1.191071	11.979376	4.065430	0.692844	0.148891	-0.216297	73.457730	-7.772997	-29.392507			
28918		1.269694	12.160714	4.207608	0.453389	0.021758	-0.036308	73.708266	-7.754463	-29.380175			
28919		1.364263	11.954434	4.329347	0.246662	-0.129308	0.117534	73.850800	-7.839784	-29.428760			
28920		1.458940	11.568337	4.238404	0.121202	-0.261271	0.225159	73.926690	-8.010069	-29.531600			
28921		1.752160	11.245716	4.002991	0.112205	-0.355756	0.294777	74.006287	-8.228675	-29.678133			
28922		2.127182	10.898957	3.641461	0.185943	-0.375472	0.339815	74.126551	-8.479709	-29.826912			
28923		2.344328	10.758564	3.374731	0.291337	-0.313209	0.344429	74.305448	-8.718432	-29.943036			
28924		2.253931	10.836972	3.301936	0.374185	-0.236925	0.328374	74.523393	-8.941030	-30.017863			
28925		2.097961	11.020030	3.362933	0.396925	-0.194601	0.310909	74.754355	-9.142382	-30.074705			
28926		2.144024	10.828508	3.309023	0.404770	-0.195062	0.321481	74.987028	-9.354358	-30.128932			
28927		2.169988	10.964423	3.346436	0.402265	-0.198666	0.346072	75.221257	-9.575322	-30.184531			
28928		2.289043	10.979186	3.298792	0.346832	-0.210202	0.379265	75.421389	-9.821114	-30.240446			
28929		2.341517	10.774183	3.182844	0.285302	-0.219838	0.424776	75.589434	-10.088390	-30.298163			
28930		2.432260	10.462707	2.983632	0.288144	-0.206379	0.472926	75.781128	-10.386002	-30.073005			
28931		2.324350	10.416635	2.979646	0.328531	-0.179578	0.522850	75.968271	-10.701924	-30.095759			
28932		2.154756	10.320684	3.029911	0.354318	-0.189870	0.556593	76.191860	-11.043656	-29.884327			
28933		2.101501	10.248724	2.924779	0.392870	-0.214575	0.566433	76.419404	-11.388546	-29.923285			
28934		2.035562	10.046474	2.757500	0.461468	-0.233833	0.563151	76.709665	-11.739760	-29.746821			
28935		2.082021	10.289589	2.870147	0.510699	-0.257973	0.575784	77.010865	-12.095269	-29.812690			
28936		2.262705	10.368851	2.749645	0.483327	-0.272433	0.612328	77.316146	-12.478261	-29.681795			
28937		2.285280	10.321617	2.580266	0.442193	-0.280369	0.662613	77.580288	-12.884558	-29.753262			
28938		2.397607	10.132871	2.431077	0.410666	-0.263262	0.711041	77.841471	-13.321120	-29.615481			
28939		2.485056	9.997264	2.353648	0.388129	-0.209773	0.745980	78.064756	-13.765175	-29.639852			
28940		2.372340	9.921698	2.306943	0.346826	-0.158812	0.753995	78.274475	-14.213121	-29.452952			
28941		2.385472	9.699133	2.208266	0.299482	-0.116620	0.747500	78.434739	-14.647188	-29.426394			
28942		2.420511	9.567901	2.223526	0.268443	-0.096291	0.746775	78.570486	-15.083358	-29.385997			
28943		2.472556	9.282944	2.042141	0.252171	-0.099261	0.755061	78.700903	-15.519838	-29.350546			
28944		2.324618	9.177280	1.968451	0.282744	-0.084786	0.755981	78.842667	-15.959970	-29.304275			
28945		2.283286	9.212694	2.112449	0.292540	-0.109563	0.751436	78.998071	-16.395717	-29.277377			
28946		2.327562	9.140955	2.019624	0.299302	-0.140512	0.747521	79.158914	-16.837203	-29.267000			
28947		2.394601	9.145534	1.936369	0.308667	-0.151812	0.740430	79.331540	-17.271416	-29.268671			
28948		2.489086	9.186122	1.918972	0.303434	-0.146369	0.715617	79.497495	-17.695416	-29.267907			
28949		2.685635	9.166547	1.978960	0.304559	-0.124812	0.699950	79.665054	-18.104009	-29.260681			
28950		2.752417	9.105357	1.956317	0.303326	-0.109444	0.701735	79.825315	-18.516248	-29.242017			
28951		2.891179	9.066544	1.925213	0.297594	-0.077181	0.703738	79.980314	-18.922231	-29.208408			
28952		3.020407	8.912848	1.816641	0.302460	-0.044005	0.699095	80.127823	-19.326459	-29.153145			
28953		3.059498	8.854251	1.823173	0.310288	-0.006873	0.687809	80.276822	-19.716759	-29.081155			
28954		3.094979	8.748227	1.839559	0.308458	0.011153	0.667863	80.417491	-20.098210	-28.997825			
28955		3.214463	8.549115	1.766907	0.324620	0.008620	0.644500	80.572698	-20.462918	-28.922652			
28956		3.221256	8.517514	1.769856	0.362340	-0.001521	0.627145	80.747962	-20.822867	-28.852790			
28957		3.395523	8.683746	1.917778	0.365987	-0.023378	0.609211	80.934889	-21.170955	-28.802459			
28958		3.560341	8.576556	1.819460	0.346711	-0.044306	0.595211	81.111674	-21.516996	-28.763691			
28959		3.652038	8.477229	1.751581	0.346396	-0.041335	0.579642	81.292669	-21.850209	-28.729214			
28960		3.732605	8.517805	1.756652	0.337675	-0.058311	0.561824	81.468955	-22.178744	-28.704147			
28961		3.682620	8.548149	1.676272	0.312653	-0.064760	0.551310	81.637462	-22.498067	-28.688649			
28962		3.743447	8.487381	1.556217	0.283509	-0.080323	0.525037	81.789616	-22.807680	-28.682260			
28963		3.830259	8.415712	1.511984	0.285135	-0.079913	0.486569	81.948780	-23.091588	-28.683637			
28964		3.999537	8.485398	1.454378	0.293670	-0.066902	0.454125	82.106535	-23.359917	-28.676850			
28965		4.158496	8.648572	1.477701	0.279932	-0.055444	0.441248	82.258902	-23.616187	-28.668633			
28966		4.136014	8.686332	1.547960	0.246041	-0.050368	0.431489	82.386520	-23.870454	-28.654907			
28967		4.273965	8.537721	1.420656	0.200712	-0.030426	0.425212	82.488135	-24.115765	-28.633675			
28968		4.227874	8.491146	1.343688	0.183612	0.001722	0.416288	82.567415	-24.357593	-28.589620			
28969		4.216968	8.523383	1.299323	0.141564	0.019314	0.416265	82.622684	-24.594205	-28.538724			
28970		4.212711	8.441861	1.208413	0.098999	0.033129	0.408988	82.645319	-24.829683	-28.475909			
28971		4.270633	8.422492	1.202141	0.049270	0.053904	0.404319	82.638602	-25.057011	-28.404324			
28972		4.154444	8.253095	1.126779	0.005378	0.069675	0.398407	82.597642	-25.283797	-28.319115			
28973		4.172690	8.173560	1.070909	-0.026875	0.082037	0.381569	82.539752	-25.496037	-28.231120			
28974		4.369116	8.004301	0.944039	-0.066293	0.094642	0.375805	82.450848	-25.707966	-28.131239			
28975		4.437145	7.891061	0.997398	-0.083417	0.134692	0.379798	82.345134	-25.914976	-28.009163			
28976		4.490085	7.714429	0.993682	-0.099636	0.173169	0.370084	82.214470	-26.117361	-27.858962			
28977		4.448094	7.439184	0.946799	-0.065271	0.213200	0.350290	82.096975	-26.301022	-27.688403			
28978		4.404495	7.308064	0.966009	0.010068	0.242663	0.331501	82.009702	-26.475596	-27.496244			
28979		4.384496	7.317433	1.048263	0.076566	0.256960	0.310229	81.961243	-26.632582	-27.300387			
28980		4.436419	7.472268	1.137869	0.125894	0.258807	0.304991	81.935465	-26.790615	-27.099461			
28981		4.443159	7.608941	1.334255	0.120385	0.241641	0.313365	81.915088	-26.950433	-26.912334			
28982		4.441379	7.587051	1.390817	0.087741	0.210305	0.327465	81.879197	-27.125048	-26.739493			
28983		4.464015	7.560587	1.447384	0.046381	0.177348	0.320473	81.833524	-27.293920	-26.591939			
28984		4.476077	7.481850	1.493227	-0.001908	0.141976	0.300098	81.766132	-27.458406	-26.464340			
28985		4.542908	7.428810	1.580224	-0.047796	0.098858	0.280469	81.690276	-27.610777	-26.369835			
28986		4.615942	7.303474	1.583547	-0.091852	0.060215	0.260235	81.596318	-27.759256	-26.297392			
28987		4.676270	7.139609	1.521778	-0.103634	0.044977	0.225388	81.506244	-27.884693	-26.241877			
28988		4.608317	7.076690	1.574173	-0.081470	0.034831	0.179482	81.428821	-27.989524	-26.192726			
28989		4.607965	7.116740	1.671100	-0.065888	0.002267	0.134745	81.376985	-28.067145	-26.172944			
28990		4.663946	7.114764	1.619170	-0.048020	-0.023733	0.095347	81.339944	-28.129421	-26.169227			
28991		4.741943	7.110095	1.563472	-0.022396	-0.037932	0.071316	81.328040	-28.174569	-26.181352			
28992		4.686837	7.204205	1.496590	0.004933	-0.049417	0.045370	81.331345	-28.210911	-26.198922			
28993		4.732749	7.297116	1.494192	0.010870	-0.060109	0.023200	81.347486	-28.230724	-26.230028			
28994		4.727659	7.281393	1.419391	0.008599	-0.058020	-0.001622	81.357656	-28.241318	-26.257697			
28995		4.763618	7.348024	1.398665	0.006967	-0.048372	-0.027304	81.370335	-28.231507	-26.286203			
28996		4.704141	7.425825	1.460853	-0.011488	-0.050534	-0.061843	81.369471	-28.207471	-26.314909			
28997		4.738977	7.518660	1.437300	-0.048159	-0.062861	-0.105359	81.358526	-28.154696	-26.360332			
28998		4.803546	7.541947	1.353112	-0.088755	-0.068409	-0.146372	81.322623	-28.084450	-26.408756			
28999		4.859733	7.524949	1.305528	-0.106721	-0.068267	-0.173438	81.282795	-27.993635	-26.464335			
29000		4.855275	7.479461	1.194614	-0.082242	-0.061821	-0.193572	81.250722	-27.896282	-26.513223			
29001		4.795812	7.534180	1.140633	-0.022399	-0.038365	-0.213854	81.251944	-27.780024	-26.553625			
29002		4.896776	7.782437	1.151225	0.048570	-0.030729	-0.229762	81.287063	-27.659612	-26.586108			
29003		4.859640	8.091350	1.208806	0.085488	-0.007535	-0.242959	81.342025	-27.524168	-26.609415			
