// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B44846
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
28805		0.207047	4.237693	8.586655	0.028065	0.019063	0.012421	26.421899	-1.821609	-5.484158			
28806		0.167435	4.236788	8.631096	0.029163	0.017708	0.010877	26.431461	-1.818156	-5.481086			
28807		0.178635	4.271529	8.629493	0.027836	0.018113	0.015750	26.439583	-1.809785	-5.481753			
28808		0.198507	4.284337	8.620322	0.023205	0.012679	0.020568	26.445615	-1.811378	-5.474996			
28809		0.197832	4.286075	8.619473	0.017899	0.019921	0.013539	26.457692	-1.802131	-5.456491			
28810		0.238395	4.290748	8.654120	0.015379	0.014491	0.012237	26.459372	-1.800666	-5.453528			
28811		0.227110	4.295524	8.631880	0.010570	0.014509	0.010984	26.454417	-1.806642	-5.439644			
28812		0.213890	4.264018	8.631957	0.008280	0.019959	0.011033	26.451998	-1.802078	-5.435891			
28813		0.202743	4.250467	8.661438	0.009621	0.019820	0.011866	26.453625	-1.789353	-5.434766			
28814		0.211457	4.265571	8.631249	0.009620	0.019822	0.011866	26.451968	-1.785061	-5.430623			
28815		0.187479	4.237807	8.609577	0.010644	0.021452	0.012994	26.452239	-1.775626	-5.424870			
28816		0.177974	4.260302	8.616847	0.008997	0.023631	0.018159	26.450099	-1.770981	-5.416523			
28817		0.187309	4.257581	8.638132	0.013879	0.020627	0.016745	26.450554	-1.767472	-5.403873			
28818		0.178090	4.280446	8.645206	0.014193	0.018859	0.016451	26.451456	-1.764840	-5.397615			
28819		0.223973	4.262881	8.591600	0.008284	0.020242	0.016735	26.449748	-1.754293	-5.396033			
28820		0.212720	4.249268	8.621126	0.007644	0.023517	0.011615	26.446941	-1.748028	-5.391073			
28821		0.172014	4.264909	8.614689	0.012996	0.022687	0.009249	26.449420	-1.740344	-5.379075			
28822		0.185174	4.316509	8.642983	0.017646	0.018725	0.011169	26.452391	-1.736425	-5.375557			
28823		0.221137	4.284960	8.619081	0.011899	0.014389	0.011820	26.449825	-1.734639	-5.372367			
28824		0.209899	4.289139	8.597096	0.000637	0.016605	0.014466	26.443013	-1.732650	-5.367698			
28825		0.223266	4.210204	8.603918	0.009213	0.024341	0.009117	26.439414	-1.718638	-5.373311			
28826		0.184718	4.244344	8.626581	0.021813	0.021987	0.007309	26.444805	-1.712051	-5.370953			
28827		0.166832	4.289882	8.640752	0.028034	0.018838	0.006737	26.458982	-1.688416	-5.386767			
28828		0.206579	4.312873	8.623741	0.015277	0.017248	0.009205	26.460645	-1.684718	-5.384661			
28829		0.172788	4.270914	8.631850	0.005432	0.016329	0.010014	26.461668	-1.666164	-5.394538			
28830		0.196284	4.206446	8.608803	0.009919	0.017813	0.005861	26.460317	-1.661302	-5.394014			
28831		0.195054	4.207691	8.608222	0.019290	0.016558	0.006009	26.459210	-1.655214	-5.401880			
28832		0.187869	4.249210	8.644309	0.021651	0.018052	0.007973	26.464543	-1.650766	-5.400222			
28833		0.200960	4.318794	8.620910	0.011335	0.014955	0.009735	26.460068	-1.650213	-5.397049			
28834		0.206700	4.261754	8.635321	0.002674	0.009945	0.012043	26.454521	-1.650965	-5.395372			
28835		0.193839	4.229890	8.635617	0.007083	0.014426	0.010556	26.454493	-1.645161	-5.388588			
28836		0.161976	4.223929	8.621441	0.015036	0.016034	0.006831	26.456065	-1.641457	-5.388024			
28837		0.193737	4.268419	8.612109	0.024405	0.014779	0.006984	26.467343	-1.626539	-5.394790			
28838		0.164279	4.281497	8.626772	0.019995	0.010300	0.008470	26.471782	-1.626178	-5.394855			
28839		0.163473	4.282987	8.626047	0.014799	0.014811	0.004455	26.470717	-1.626353	-5.387405			
28840		0.201699	4.269194	8.631763	0.009285	0.011699	0.007479	26.469020	-1.625029	-5.387614			
28841		0.149373	4.252882	8.625513	0.016924	0.015079	0.004045	26.468444	-1.612962	-5.404497			
28842		0.181389	4.297288	8.616187	0.020860	0.007709	0.004561	26.473447	-1.612927	-5.407240			
28843		0.188955	4.277116	8.607899	0.015427	0.011270	0.003875	26.467564	-1.622762	-5.397702			
28844		0.190243	4.296326	8.636686	0.010310	0.013057	0.002898	26.466497	-1.619577	-5.399923			
28845		0.195365	4.239665	8.651033	0.011571	0.015641	0.000693	26.468442	-1.604816	-5.409750			
28846		0.206379	4.273125	8.649955	0.016371	0.015630	0.001959	26.470847	-1.600059	-5.411801			
28847		0.194585	4.278129	8.627502	0.015973	0.020409	0.004910	26.478121	-1.586924	-5.406771			
28848		0.215930	4.307877	8.648264	0.009759	0.013605	0.000813	26.476774	-1.582905	-5.409919			
28849		0.161242	4.272996	8.612896	0.005973	0.015537	0.006377	26.480155	-1.560296	-5.424145			
28850		0.139474	4.262818	8.620773	0.001969	0.015670	-0.001843	26.474377	-1.554514	-5.428140			
28851		0.179133	4.283988	8.604691	0.001179	0.015267	-0.000596	26.465559	-1.546155	-5.436728			
28852		0.128625	4.284724	8.628228	-0.000399	0.014459	0.001897	26.458378	-1.541946	-5.439121			
28853		0.158523	4.291290	8.642210	-0.007483	0.010253	0.001707	26.446351	-1.533564	-5.450996			
28854		0.128987	4.301468	8.658248	-0.016535	0.009735	0.001254	26.429965	-1.531607	-5.454935			
28855		0.126013	4.264202	8.681273	-0.015821	0.012862	-0.003036	26.411116	-1.523120	-5.468248			
28856		0.139019	4.313450	8.710660	-0.010075	0.017209	-0.003682	26.398446	-1.516067	-5.472827			
28857		0.168030	4.337408	8.673230	-0.006286	0.015279	-0.009245	26.392671	-1.503692	-5.473367			
28858		0.161944	4.282447	8.666740	-0.016603	0.021861	-0.008546	26.376297	-1.493010	-5.479251			
28859		0.186360	4.233957	8.674287	-0.016362	0.022813	-0.011878	26.356173	-1.484598	-5.482154			
28860		0.216512	4.257792	8.718087	-0.011250	0.030712	-0.011944	26.342846	-1.468517	-5.487534			
28861		0.215387	4.257064	8.799619	-0.013222	0.034406	-0.012206	26.333663	-1.437361	-5.499552			
28862		0.265221	4.290862	8.835787	-0.026934	0.038142	-0.008904	26.311268	-1.418224	-5.501495			
28863		0.419349	4.358421	8.965522	-0.044450	0.053499	-0.001090	26.280586	-1.388293	-5.494375			
28864		0.462443	4.411418	9.172826	-0.059862	0.088519	0.004226	26.238861	-1.346596	-5.476814			
28865		0.518568	4.455704	9.343749	-0.065551	0.166015	0.001557	26.198910	-1.259779	-5.431894			
28866		0.576575	4.256848	9.522073	-0.018522	0.301134	-0.004658	26.179918	-1.106496	-5.365166			
28867		0.577010	3.767583	9.721704	0.099094	0.488577	-0.009625	26.228623	-0.845697	-5.264254			
28868		0.282364	2.957498	9.877725	0.346748	0.677695	-0.029336	26.418544	-0.492907	-5.114181			
28869		-0.347603	2.597672	9.965928	0.754196	0.748600	-0.040964	26.842772	-0.102254	-4.941117			
28870		-0.822154	3.191235	9.596145	1.170061	0.656795	-0.043771	27.506343	0.241388	-4.798650			
28871		-0.809992	4.074608	9.357464	1.333250	0.422158	-0.046722	28.266318	0.468547	-4.707209			
28872		-0.391095	4.182655	9.107154	1.272061	0.225583	-0.059568	28.988390	0.595942	-4.682378			
28873		-0.048557	3.784786	8.660322	1.181393	0.105927	-0.107259	29.646596	0.670849	-4.718087			
28874		-0.099854	3.469401	8.192786	1.210170	0.028458	-0.143851	30.332105	0.723927	-4.788530			
28875		-0.399190	3.855092	7.737125	1.325729	-0.040054	-0.192800	31.078040	0.748746	-4.884531			
28876		-0.686068	4.651728	7.452718	1.336171	-0.042558	-0.230672	31.834805	0.794843	-5.017250			
28877		-1.762770	5.203216	7.418729	1.246836	-0.091415	-0.201511	32.537174	0.790358	-5.107339			
28878		-2.647509	5.671515	7.543935	1.035650	-0.310102	-0.188724	33.121009	0.697746	-5.301788			
28879		-2.752684	5.670451	7.691455	0.661388	-0.514544	-0.178455	33.485814	0.477993	-5.502748			
28880		-2.367261	5.170616	7.966703	0.327052	-0.687015	-0.127351	33.664504	0.188498	-5.788458			
28881		-1.620313	4.729339	7.781455	0.296356	-0.778407	-0.083907	33.824076	-0.186872	-6.022378			
28882		-0.907465	4.720194	7.639065	0.403156	-0.774216	-0.064316	34.049824	-0.536224	-6.307785			
28883		-0.449923	4.930434	7.791684	0.466827	-0.782587	-0.053473	34.308581	-0.905634	-6.567717			
28884		0.029116	5.096279	7.545542	0.508607	-0.768386	-0.039161	34.598127	-1.257823	-6.842508			
28885		0.428080	5.255668	7.187576	0.597892	-0.685718	-0.032347	34.939221	-1.579466	-7.063844			
28886		0.483768	5.366210	7.117322	0.693374	-0.582852	-0.040091	35.335954	-1.841128	-7.282099			
28887		0.410764	5.545725	7.156748	0.735132	-0.518777	-0.036509	35.755685	-2.072137	-7.470968			
28888		0.439857	5.770240	7.030925	0.740107	-0.468105	-0.009212	36.179110	-2.287794	-7.640074			
28889		0.707354	6.058722	6.913378	0.745063	-0.382944	-0.019180	36.602989	-2.458130	-7.783082			
28890		1.022395	6.349056	6.735587	0.684286	-0.252681	-0.057025	36.993254	-2.556071	-7.903289			
28891		1.212064	6.675310	6.837801	0.516359	-0.123005	-0.098120	37.284606	-2.577476	-7.996430			
28892		1.248325	6.692810	6.816700	0.311912	-0.023692	-0.155964	37.460118	-2.535531	-8.082993			
28893		1.067576	6.782899	6.773915	0.170147	0.032193	-0.220304	37.553351	-2.443349	-8.177830			
28894		1.020988	6.703640	6.924924	-0.036873	0.061335	-0.299870	37.530229	-2.312278	-8.299979			
28895		0.983292	6.123214	7.023616	-0.246947	0.096108	-0.373021	37.386172	-2.137918	-8.442506			
28896		1.180463	5.710351	6.777488	-0.287104	0.181358	-0.417769	37.219369	-1.911717	-8.577236			
28897		1.094454	5.404493	6.669460	-0.287126	0.289631	-0.426422	37.049997	-1.631424	-8.678200			
28898		0.834010	5.307067	6.827668	-0.243683	0.378374	-0.403099	36.904891	-1.320867	-8.739534			
28899		0.359441	5.928646	7.485834	-0.039018	0.469640	-0.324384	36.874471	-0.993685	-8.733068			
28900		-1.083551	7.300204	9.221144	0.298930	0.340466	-0.100668	37.037675	-0.804683	-8.669079			
28901		-0.889614	9.125101	9.003520	0.248690	-0.076971	0.112269	37.172029	-0.878175	-8.650905			
28902		0.616688	8.978083	9.524543	-0.562141	-0.297751	0.268112	36.842657	-1.108420	-8.638124			
28903		1.329945	6.146909	8.503404	-0.978593	-0.385748	0.278231	36.274783	-1.380386	-8.648692			
28904		1.965611	4.068813	7.518946	-0.526472	-0.308463	0.171353	35.966899	-1.582682	-8.680761			
28905		2.038042	3.804620	7.556191	0.237613	-0.085075	0.020000	36.096167	-1.628630	-8.706883			
28906		1.180501	5.170469	7.983642	0.514164	0.057849	-0.116828	36.384853	-1.563966	-8.748476			
28907		0.536721	6.142415	8.161922	0.354357	0.042536	-0.180981	36.582032	-1.482629	-8.823854			
28908		0.361257	6.719528	8.423154	0.151326	0.031094	-0.171932	36.663578	-1.411157	-8.899506			
28909		0.139092	6.686904	8.445176	-0.051069	0.049831	-0.105271	36.627411	-1.352193	-8.937393			
28910		-0.189780	5.963896	8.424171	-0.116544	0.063639	-0.049275	36.553757	-1.307683	-8.945520			
28911		-0.401634	5.399708	8.365951	-0.062843	0.021878	-0.010228	36.510044	-1.294042	-8.949333			
28912		-0.282245	5.289580	8.201028	0.064739	-0.022879	-0.001612	36.540424	-1.305628	-8.965070			
28913		-0.104052	5.472580	8.235344	0.172471	-0.034700	0.001452	36.631735	-1.321932	-8.982682			
28914		-0.026498	5.651561	8.234354	0.216885	-0.037580	0.004182	36.749353	-1.342210	-9.000823			
28915		0.048541	5.902216	8.120190	0.213444	-0.044894	0.011563	36.864009	-1.366585	-9.017267			
28916		0.050173	5.988097	7.997022	0.184251	-0.044127	0.032258	36.962690	-1.399452	-9.024874			
28917		0.004895	6.105204	7.870854	0.162391	-0.064546	0.064228	37.047646	-1.450944	-9.024063			
28918		-0.076461	6.341038	7.896020	0.153837	-0.084544	0.095254	37.128532	-1.524025	-9.016937			
28919		-0.128324	6.483577	8.053216	0.083285	-0.143109	0.135909	37.168121	-1.636145	-9.010746			
28920		-0.111400	6.416899	8.140596	0.004194	-0.215467	0.176073	37.163493	-1.796986	-9.012137			
28921		-0.040915	6.265401	8.184758	-0.011339	-0.290364	0.214136	37.149414	-2.003370	-9.021309			
28922		0.104361	6.119905	8.358846	-0.006614	-0.366399	0.227769	37.139664	-2.251029	-9.051267			
28923		0.193012	6.077415	8.559776	0.013700	-0.439254	0.247692	37.141548	-2.536954	-9.096646			
28924		0.366331	6.020261	8.552967	0.045236	-0.504222	0.264850	37.163255	-2.860378	-9.157441			
28925		0.528840	6.095832	8.516892	0.091130	-0.545094	0.291369	37.210803	-3.209762	-9.219649			
28926		0.672342	6.171613	8.433914	0.121550	-0.566237	0.317720	37.276850	-3.579706	-9.278384			
28927		0.665352	6.227799	8.434231	0.129125	-0.599037	0.351809	37.346407	-3.974513	-9.332564			
28928		0.783686	6.208211	8.370602	0.124190	-0.624001	0.374572	37.414416	-4.390389	-9.386429			
28929		0.881217	6.193836	8.375113	0.124148	-0.653339	0.386760	37.482215	-4.821953	-9.444592			
28930		0.964006	6.253989	8.357891	0.100130	-0.679184	0.392975	37.538298	-5.269206	-9.510398			
28931		0.989268	6.198703	8.410652	0.050375	-0.703608	0.393800	37.566171	-5.725990	-9.583785			
28932		1.070038	6.118731	8.236411	0.010893	-0.729588	0.402105	37.573636	-6.199254	-9.663694			
28933		1.066538	6.094180	8.168235	0.013704	-0.738702	0.426549	37.581412	-6.683392	-9.734744			
28934		1.036736	5.998875	8.005189	0.026254	-0.763464	0.446472	37.598054	-7.187513	-9.806606			
28935		1.076611	5.932028	7.970443	0.035536	-0.772955	0.468951	37.618658	-7.701976	-9.870720			
28936		1.116238	5.881373	7.847951	0.060711	-0.784800	0.485481	37.654972	-8.229366	-9.932835			
28937		1.214743	5.858139	7.830593	0.078607	-0.791898	0.511101	37.699665	-8.767106	-9.985053			
28938		1.310401	5.943296	7.781831	0.093924	-0.809993	0.517514	37.755418	-9.317044	-10.042432			
28939		1.383643	6.011682	7.778321	0.073943	-0.820304	0.529224	37.798932	-9.873886	-10.097531			
28940		1.361381	6.005813	7.725917	0.050724	-0.845252	0.533350	37.832155	-10.445258	-10.161257			
28941		1.430837	5.953753	7.643164	0.022284	-0.858451	0.538542	37.849062	-11.022546	-10.226546			
28942		1.553550	5.884451	7.583627	-0.009359	-0.869232	0.549553	37.849458	-11.610425	-10.291980			
28943		1.721817	5.774538	7.521054	-0.014392	-0.877181	0.559107	37.846196	-12.203374	-10.354837			
28944		1.888218	5.664088	7.455736	0.016633	-0.859975	0.571905	37.859913	-12.794918	-10.406903			
28945		1.999199	5.616193	7.395394	0.039602	-0.822333	0.569953	37.883354	-13.366836	-10.445434			
28946		1.971608	5.647316	7.282854	0.064259	-0.791356	0.576322	37.919203	-13.928868	-10.471347			
28947		1.880908	5.681457	7.218335	0.072359	-0.781643	0.588332	37.956643	-14.488807	-10.487386			
28948		1.886759	5.693000	7.266020	0.072598	-0.786368	0.601106	37.994572	-15.057290	-10.500785			
28949		1.983944	5.662716	7.242392	0.059802	-0.791730	0.612623	38.023363	-15.630270	-10.509983			
28950		2.076267	5.654057	7.223254	0.046328	-0.797916	0.618604	38.045595	-16.210126	-10.520090			
28951		2.163553	5.597598	7.175645	0.039392	-0.809030	0.615066	38.064524	-16.791723	-10.535049			
28952		2.350978	5.559830	7.137934	0.052988	-0.815508	0.599768	38.095448	-17.372848	-10.561088			
28953		2.489760	5.547921	7.170835	0.060383	-0.814647	0.589461	38.131270	-17.947850	-10.590981			
28954		2.647706	5.486198	7.086690	0.055152	-0.818185	0.581212	38.167283	-18.523581	-10.627727			
28955		2.791863	5.456387	7.077504	0.067944	-0.822770	0.574305	38.211652	-19.096803	-10.668868			
28956		3.038353	5.543856	7.076902	0.091097	-0.810838	0.572669	38.269797	-19.666141	-10.708151			
28957		3.181938	5.520116	7.029245	0.079876	-0.783655	0.571215	38.317722	-20.220594	-10.737383			
28958		3.282973	5.499187	7.051850	0.074014	-0.755839	0.565512	38.361154	-20.762605	-10.760554			
28959		3.356832	5.440144	6.995066	0.091497	-0.738298	0.553537	38.413532	-21.290364	-10.782162			
28960		3.488472	5.432035	6.984026	0.104085	-0.722245	0.537524	38.475277	-21.807287	-10.807201			
28961		3.574533	5.497800	6.950928	0.116566	-0.710291	0.525927	38.543874	-22.312594	-10.832741			
28962		3.656483	5.587345	6.922119	0.112581	-0.693111	0.521339	38.610149	-22.810629	-10.855834			
28963		3.712879	5.586667	6.946248	0.090878	-0.682457	0.511803	38.663476	-23.298373	-10.878845			
28964		3.754369	5.568575	6.916098	0.058746	-0.677027	0.515649	38.698329	-23.787135	-10.899583			
28965		3.908434	5.471546	6.835326	0.033223	-0.670968	0.515756	38.716715	-24.271130	-10.916993			
28966		4.019650	5.426214	6.836482	0.020458	-0.667224	0.509274	38.729877	-24.753210	-10.937556			
28967		4.106615	5.436331	6.796081	0.030161	-0.656844	0.504495	38.746962	-25.226870	-10.955343			
28968		4.174161	5.448309	6.738734	0.025369	-0.640117	0.486336	38.763690	-25.688599	-10.976944			
28969		4.238044	5.466846	6.648346	0.012560	-0.622311	0.471746	38.772241	-26.135083	-10.997643			
28970		4.271966	5.420448	6.617710	0.004310	-0.602865	0.470757	38.774177	-26.574574	-11.012418			
28971		4.284173	5.382310	6.538331	-0.009364	-0.582667	0.462790	38.765413	-27.000144	-11.021878			
28972		4.329428	5.339976	6.493301	-0.015342	-0.554035	0.452242	38.751525	-27.411179	-11.026243			
28973		4.317956	5.320700	6.439895	-0.032219	-0.537254	0.444357	38.725540	-27.809859	-11.026472			
28974		4.394626	5.272550	6.430678	-0.056283	-0.507532	0.438512	38.682460	-28.195184	-11.018510			
28975		4.469021	5.181689	6.380023	-0.088296	-0.478864	0.427920	38.616747	-28.561858	-11.002692			
28976		4.556903	5.070209	6.308555	-0.101363	-0.443706	0.415463	38.540414	-28.910342	-10.979477			
28977		4.571572	4.955398	6.241991	-0.091977	-0.419803	0.382353	38.471534	-29.234263	-10.961786			
28978		4.632365	4.954713	6.248318	-0.066207	-0.379404	0.358860	38.415985	-29.533678	-10.940345			
28979		4.647281	4.975340	6.156644	-0.056895	-0.338891	0.335751	38.362149	-29.804677	-10.912739			
28980		4.589676	4.994263	6.071447	-0.054418	-0.303816	0.317668	38.307984	-30.055444	-10.880891			
28981		4.599603	4.946206	5.967645	-0.048406	-0.273726	0.298696	38.254729	-30.283951	-10.845128			
28982		4.631561	4.947146	5.996561	-0.036443	-0.243579	0.277004	38.208508	-30.493137	-10.809061			
28983		4.694540	4.998147	6.033948	-0.045170	-0.224136	0.253069	38.158401	-30.683108	-10.776232			
28984		4.816038	5.025106	5.956348	-0.063482	-0.189164	0.238774	38.094978	-30.854187	-10.737228			
28985		4.788899	4.956163	5.962590	-0.099970	-0.171047	0.219289	38.010960	-31.008231	-10.699775			
28986		4.847809	4.814131	5.965125	-0.121752	-0.154506	0.195218	37.918108	-31.148205	-10.668788			
28987		4.853571	4.691405	5.994947	-0.115756	-0.133541	0.167046	37.830921	-31.266833	-10.642931			
28988		4.830713	4.660172	5.958165	-0.100824	-0.115433	0.132007	37.758721	-31.366840	-10.628819			
28989		4.821050	4.588012	5.892786	-0.083656	-0.095009	0.104560	37.698685	-31.446081	-10.619905			
28990		4.814642	4.574743	5.910690	-0.071990	-0.070252	0.083760	37.646538	-31.508678	-10.612624			
28991		4.805583	4.587443	5.934289	-0.052327	-0.048103	0.054137	37.608321	-31.549015	-10.611132			
28992		4.828688	4.579187	5.949863	-0.048760	-0.033874	0.027622	37.577262	-31.575464	-10.618729			
28993		4.902636	4.617693	5.988633	-0.038508	-0.013887	0.005788	37.553090	-31.583406	-10.628932			
28994		4.864388	4.669947	5.970717	-0.035109	0.022388	-0.013446	37.529234	-31.569961	-10.635346			
28995		4.879750	4.689913	5.994396	-0.027635	0.046357	-0.040728	37.511361	-31.534335	-10.645686			
28996		4.873886	4.738504	6.008863	-0.023267	0.061441	-0.060323	37.498996	-31.486790	-10.661116			
28997		4.937778	4.806670	6.056566	-0.009734	0.082469	-0.077572	37.493932	-31.421933	-10.676363			
28998		4.962290	4.835115	6.063832	-0.004596	0.104868	-0.089535	37.491092	-31.344460	-10.689600			
28999		5.018796	4.865769	6.069132	0.001287	0.131723	-0.112152	37.491457	-31.245179	-10.703186			
29000		5.010168	4.857624	6.143029	0.022103	0.160896	-0.130717	37.503360	-31.127872	-10.715427			
29001		4.973658	4.893652	6.140125	0.038222	0.182767	-0.155059	37.525845	-30.990456	-10.730947			
29002		4.975072	4.941779	6.206710	0.058975	0.195369	-0.170573	37.562384	-30.843563	-10.750117			
29003		4.973812	5.039305	6.283775	0.067520	0.208179	-0.183974	37.604037	-30.684516	-10.770402			
29004		4.952282	5.140657	6.345579	0.065602	0.213673	-0.187316	37.644836	-30.523436	-10.790659			
29005		4.978673	5.183824	6.337146	0.077552	0.219624	-0.183872	37.689640	-30.359228	-10.805980			
29006		4.928773	5.198174	6.452651	0.076313	0.217340	-0.176393	37.732660	-30.200287	-10.818665			
