// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B447F7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
28807		-7.450016	1.352740	6.462204	0.027837	0.004195	-0.006001	11.852706	48.671694	-45.008540			
28808		-7.471651	1.298275	6.467765	0.022720	0.007818	-0.008044	11.864103	48.672097	-45.008325			
28809		-7.498180	1.331369	6.475257	0.016559	0.005275	-0.004596	11.872410	48.673374	-45.003732			
28810		-7.513597	1.296738	6.492789	0.013306	0.006800	-0.007848	11.878401	48.673187	-45.003538			
28811		-7.493511	1.298504	6.479050	0.012670	0.002889	-0.005319	11.884517	48.672428	-45.005905			
28812		-7.525866	1.310820	6.475222	0.012791	-0.000969	-0.004181	11.891508	48.667455	-45.003993			
28813		-7.493596	1.299398	6.478773	0.011225	-0.002137	-0.005238	11.887549	48.655911	-44.978044			
28814		-7.479189	1.280674	6.453838	0.010996	-0.003794	-0.005674	11.892170	48.649522	-44.977883			
28815		-7.479130	1.280990	6.453843	0.015061	-0.000810	-0.008352	11.894927	48.643126	-44.979594			
28816		-7.490746	1.294847	6.437077	0.022042	-0.006522	-0.007509	11.904339	48.635422	-44.981477			
28817		-7.478751	1.282385	6.454005	0.021691	-0.004321	-0.009084	11.910186	48.628034	-44.980756			
28818		-7.470044	1.297738	6.423824	0.021798	0.001197	-0.009787	11.919040	48.624925	-44.983191			
28819		-7.472692	1.304148	6.465379	0.022096	-0.002066	-0.012048	11.922310	48.618867	-44.980796			
28820		-7.466620	1.325231	6.476902	0.024647	0.000816	-0.011945	11.931368	48.615800	-44.985125			
28821		-7.458190	1.340503	6.446405	0.024295	0.003017	-0.013520	11.939326	48.615450	-44.997878			
28822		-7.493223	1.358723	6.484190	0.022323	-0.000402	-0.011609	11.947103	48.611662	-45.002148			
28823		-7.487761	1.325437	6.489023	0.016571	-0.000698	-0.011127	11.950877	48.608407	-45.012763			
28824		-7.481813	1.346089	6.500485	0.010748	0.003928	-0.007952	11.954929	48.606614	-45.013161			
28825		-7.481812	1.346263	6.500451	0.016238	-0.007871	-0.010853	11.954842	48.596908	-45.011530			
28826		-7.473541	1.306974	6.463828	0.015814	-0.000747	-0.009736	11.960029	48.592705	-45.014274			
28827		-7.458652	1.342439	6.445467	0.016165	-0.002945	-0.008158	11.962223	48.586378	-45.008844			
28828		-7.440714	1.350106	6.473969	0.018663	-0.001129	-0.011894	11.967617	48.582216	-45.013481			
28829		-7.435241	1.316805	6.478827	0.020983	0.000096	-0.012227	11.970735	48.579591	-45.009539			
28830		-7.453024	1.363958	6.456375	0.022019	0.006257	-0.017728	11.975336	48.580264	-45.017792			
28831		-7.474453	1.308479	6.462468	0.018081	-0.000585	-0.013902	11.975881	48.576357	-45.016926			
28832		-7.441931	1.350980	6.472387	0.017956	0.003273	-0.015046	11.979453	48.575039	-45.023440			
28833		-7.448480	1.330570	6.460183	0.016443	0.003170	-0.012266	11.982494	48.571194	-45.032997			
28834		-7.469225	1.329064	6.473112	0.010994	-0.000399	-0.014042	11.982220	48.567696	-45.039320			
28835		-7.466888	1.322820	6.431141	0.011221	0.001261	-0.013609	11.979588	48.562580	-45.038729			
28836		-7.457906	1.315325	6.489547	0.010464	0.001210	-0.012219	11.980384	48.559763	-45.043214			
28837		-7.455565	1.309259	6.447541	0.013894	0.000291	-0.012363	11.982143	48.558161	-45.051693			
28838		-7.452777	1.281485	6.494125	0.013010	0.004096	-0.012119	11.984849	48.556952	-45.055580			
28839		-7.456432	1.309074	6.446576	0.013639	0.008006	-0.014655	11.985402	48.557815	-45.064397			
28840		-7.471878	1.273685	6.464281	0.011092	0.005122	-0.014753	11.985475	48.557494	-45.070332			
28841		-7.504851	1.285196	6.459857	0.016184	0.010894	-0.014555	11.988656	48.558015	-45.082890			
28842		-7.478876	1.307152	6.457617	0.014346	0.003615	-0.011494	11.992459	48.556460	-45.086338			
28843		-7.499675	1.305852	6.470437	0.018306	0.001091	-0.013459	11.994988	48.553957	-45.091081			
28844		-7.485230	1.341105	6.451599	0.020270	0.004517	-0.015372	11.999843	48.553369	-45.097651			
28845		-7.499870	1.360164	6.476198	0.018559	-0.003242	-0.019543	11.999370	48.547304	-45.117022			
28846		-7.467688	1.348439	6.479760	0.020172	-0.000995	-0.014654	12.003882	48.543541	-45.123978			
28847		-7.455813	1.389621	6.502722	0.019687	0.005060	-0.017383	12.005070	48.542859	-45.132413			
28848		-7.509484	1.345473	6.505244	0.007257	0.003793	-0.011638	12.004740	48.541420	-45.135954			
28849		-7.480545	1.360565	6.461865	-0.012709	-0.000623	-0.006904	11.994445	48.538158	-45.140369			
28850		-7.504332	1.331188	6.422155	-0.015348	-0.009028	-0.006283	11.982833	48.528896	-45.141686			
28851		-7.468843	1.311533	6.385187	-0.027348	-0.014042	-0.010024	11.959403	48.514957	-45.149755			
28852		-7.467951	1.309106	6.386728	-0.021520	-0.018652	-0.013185	11.938597	48.501116	-45.158623			
28853		-7.407820	1.295639	6.478810	-0.004360	-0.009406	-0.020316	11.928489	48.498577	-45.198289			
28854		-7.422438	1.313169	6.503766	0.005326	0.008202	-0.022654	11.920671	48.500916	-45.210381			
28855		-7.502489	1.354036	6.520454	0.007105	0.014419	-0.029547	11.908522	48.507774	-45.228508			
28856		-7.591462	1.379911	6.567009	-0.001494	0.014483	-0.026913	11.894930	48.514134	-45.243090			
28857		-7.619196	1.301537	6.561463	-0.007826	0.000883	-0.022034	11.876242	48.510402	-45.253130			
28858		-7.572320	1.322649	6.547039	-0.015760	-0.004519	-0.020074	11.856275	48.505294	-45.265306			
28859		-7.536944	1.280909	6.598008	-0.016600	0.000352	-0.015999	11.838210	48.504540	-45.277002			
28860		-7.440787	1.243949	6.608517	-0.013605	0.017004	-0.013065	11.826783	48.510676	-45.279430			
28861		-7.070053	1.132726	6.857457	-0.008947	0.095951	-0.008302	11.827436	48.557360	-45.254613			
28862		-6.789650	0.848204	7.088459	-0.007254	0.298602	0.014709	11.874961	48.718130	-45.183326			
28863		-7.475839	0.564075	6.631088	-0.004241	0.434600	0.027836	11.950520	48.953833	-45.081546			
28864		-8.536915	0.805612	5.996807	-0.094552	0.262090	-0.006487	11.930386	49.096575	-45.034048			
28865		-8.493551	0.971257	5.905117	-0.091559	0.082973	-0.066161	11.844669	49.142787	-45.061916			
28866		-8.154305	1.079519	6.277864	0.002469	0.106482	-0.077673	11.812625	49.206682	-45.103712			
28867		-8.407905	1.137510	6.482761	0.021151	0.146952	-0.041659	11.816188	49.287690	-45.100413			
28868		-8.666637	1.255657	6.592933	0.072396	0.101494	-0.018976	11.861669	49.341892	-45.092713			
28869		-8.488154	1.257704	7.156795	0.124340	0.051620	0.006895	11.946598	49.365674	-45.079200			
28870		-8.316249	0.947099	7.070217	0.073834	-0.008564	0.052967	12.024791	49.349619	-45.029486			
28871		-8.025993	0.773123	6.494240	0.072632	-0.099978	0.069222	12.096125	49.273453	-44.977394			
28872		-7.647634	1.003732	6.242464	0.205818	-0.141585	0.059510	12.235330	49.181994	-44.946861			
28873		-7.388632	1.561142	6.247101	0.288416	-0.143276	0.046250	12.412526	49.095558	-44.936007			
28874		-7.232254	2.024826	6.211855	0.271053	-0.154339	0.025872	12.564863	49.001027	-44.937503			
28875		-6.974524	2.266412	6.358406	0.225611	-0.151645	0.010928	12.677271	48.906893	-44.943035			
28876		-6.811044	2.335268	6.338757	0.133961	-0.168292	0.001739	12.733203	48.807605	-44.968234			
28877		-6.572784	2.055921	6.222452	0.036126	-0.175976	-0.018114	12.716837	48.701654	-45.011534			
28878		-6.463066	1.681526	6.125776	0.006910	-0.138350	-0.052175	12.670151	48.625880	-45.076519			
28879		-6.526841	1.346549	6.037071	-0.022901	-0.086442	-0.094740	12.585695	48.583789	-45.171542			
28880		-6.658234	0.955067	6.020767	-0.041045	-0.039326	-0.148088	12.465068	48.575193	-45.298573			
28881		-6.871456	0.710122	6.029145	-0.030829	0.027715	-0.204133	12.325455	48.612006	-45.477180			
28882		-7.214075	0.480620	6.064526	0.013196	0.083679	-0.258412	12.182534	48.685301	-45.675190			
28883		-7.561925	0.473639	6.161300	0.096666	0.111291	-0.293080	12.067275	48.778344	-45.903195			
28884		-7.784648	0.450762	6.224388	0.199765	0.114962	-0.312545	11.999582	48.875133	-46.142738			
28885		-7.776827	0.613036	6.260269	0.304457	0.103000	-0.315925	11.986768	48.962673	-46.395082			
28886		-7.719908	0.799273	6.238693	0.410672	0.098185	-0.318815	12.032378	49.050738	-46.643959			
28887		-7.600891	1.112483	6.329212	0.471207	0.080681	-0.323247	12.100155	49.123855	-46.878483			
28888		-7.476358	1.360115	6.329206	0.457378	0.086638	-0.322002	12.168014	49.206183	-47.132702			
28889		-7.490956	1.562324	6.425102	0.396094	0.089378	-0.307446	12.208000	49.291301	-47.376683			
28890		-7.628087	1.679556	6.410519	0.301471	0.095234	-0.296069	12.203620	49.375512	-47.607734			
28891		-7.691454	1.766356	6.464662	0.225650	0.082345	-0.278042	12.162079	49.442136	-47.818065			
28892		-7.755638	1.720253	6.501404	0.155699	0.061937	-0.247523	12.100306	49.501644	-48.014246			
28893		-7.766056	1.653516	6.390742	0.110686	0.033483	-0.206851	12.032540	49.531616	-48.174793			
28894		-7.670420	1.577647	6.307901	0.085134	-0.002302	-0.182129	11.963816	49.547026	-48.326760			
28895		-7.460577	1.506955	6.221934	0.074989	-0.030732	-0.169317	11.893288	49.542140	-48.479560			
28896		-7.253239	1.462042	6.089032	0.061428	-0.031285	-0.167724	11.816401	49.539353	-48.624401			
28897		-7.112286	1.354933	6.163285	0.046066	-0.017080	-0.166265	11.735617	49.541293	-48.782599			
28898		-7.062177	1.291216	6.191821	0.045843	0.011757	-0.166584	11.656384	49.562258	-48.918775			
28899		-7.039915	1.305550	6.187790	0.052009	0.021813	-0.170387	11.580953	49.581431	-49.065374			
28900		-6.897767	1.322611	6.236134	0.070327	0.024711	-0.159980	11.521630	49.608678	-49.193738			
28901		-6.939541	1.351997	6.178779	0.081018	0.075633	-0.137941	11.491560	49.657274	-49.306756			
28902		-7.485296	1.434791	6.294619	0.108181	0.137572	-0.108636	11.502726	49.741941	-49.370942			
28903		-7.970227	1.538558	6.508862	0.127111	0.147845	-0.069706	11.553107	49.821987	-49.405781			
28904		-8.376819	1.631873	6.659925	0.103817	0.117509	-0.019635	11.618150	49.885207	-49.396069			
28905		-8.509108	1.680860	6.732337	0.065402	0.058503	0.029671	11.685124	49.905522	-49.353786			
28906		-8.419638	1.644968	6.775289	-0.000281	-0.019805	0.071534	11.732465	49.881085	-49.289239			
28907		-8.112343	1.548445	6.740198	-0.026795	-0.077123	0.106114	11.775974	49.814306	-49.188306			
28908		-7.842013	1.494529	6.696867	-0.040901	-0.111634	0.117461	11.817521	49.732916	-49.100735			
28909		-7.690315	1.419853	6.691490	-0.073225	-0.123486	0.115840	11.839680	49.641317	-49.029832			
28910		-7.684470	1.334311	6.545872	-0.104411	-0.122487	0.101022	11.832033	49.555730	-48.958858			
28911		-7.741605	1.240822	6.438835	-0.117814	-0.108741	0.081954	11.803227	49.473274	-48.888102			
28912		-7.868883	1.156371	6.452530	-0.106432	-0.093809	0.063914	11.773806	49.408145	-48.844082			
28913		-7.938613	1.084699	6.467948	-0.108399	-0.093934	0.057494	11.738499	49.336963	-48.802645			
28914		-7.919449	0.957809	6.387117	-0.107620	-0.130851	0.053174	11.696305	49.252330	-48.774474			
28915		-7.728857	0.849864	6.303991	-0.087849	-0.154955	0.052368	11.661356	49.147966	-48.748676			
28916		-7.572938	0.808253	6.220448	-0.031112	-0.154182	0.043559	11.653606	49.051366	-48.732842			
28917		-7.469648	0.890305	6.252700	0.033183	-0.136192	0.038224	11.686852	48.960484	-48.742325			
28918		-7.459777	1.009050	6.370082	0.081826	-0.113001	0.034350	11.743201	48.888042	-48.727276			
28919		-7.519211	1.157931	6.518582	0.096917	-0.102196	0.044324	11.816910	48.817914	-48.711485			
28920		-7.600644	1.257610	6.445034	0.080903	-0.121763	0.055606	11.884905	48.738031	-48.680220			
28921		-7.603247	1.325122	6.398721	0.058545	-0.129193	0.067445	11.945442	48.644733	-48.630670			
28922		-7.662419	1.278303	6.385154	0.036827	-0.135984	0.085105	12.004674	48.553319	-48.577326			
28923		-7.690125	1.275722	6.380879	0.025845	-0.150100	0.089355	12.054676	48.448179	-48.505391			
28924		-7.669558	1.281362	6.451011	0.049750	-0.155034	0.095845	12.125020	48.344726	-48.446905			
28925		-7.704539	1.305468	6.571529	0.077779	-0.149695	0.099143	12.216829	48.243703	-48.407919			
28926		-7.777150	1.320503	6.677197	0.097450	-0.154993	0.103320	12.318519	48.139243	-48.343876			
28927		-7.823915	1.276491	6.725217	0.099737	-0.173850	0.117406	12.427202	48.015890	-48.267460			
28928		-7.876118	1.266752	6.768352	0.106414	-0.198938	0.120303	12.537690	47.884577	-48.198237			
28929		-7.878052	1.274074	6.755823	0.104936	-0.226308	0.127470	12.645949	47.730321	-48.117991			
28930		-7.798727	1.296174	6.733379	0.105812	-0.273122	0.141573	12.757776	47.554679	-48.046142			
28931		-7.711464	1.340619	6.723641	0.114617	-0.296128	0.151392	12.877747	47.358034	-47.972745			
28932		-7.622744	1.385965	6.714817	0.114344	-0.312138	0.164772	13.001565	47.157422	-47.890780			
28933		-7.596953	1.398650	6.696165	0.123719	-0.330023	0.175786	13.138664	46.942492	-47.829928			
28934		-7.478824	1.414162	6.681891	0.128516	-0.344947	0.186708	13.277180	46.720446	-47.738394			
28935		-7.420206	1.426830	6.709171	0.145372	-0.349059	0.189639	13.426517	46.489613	-47.648294			
28936		-7.393021	1.396386	6.729786	0.144805	-0.351279	0.196306	13.576839	46.262430	-47.552655			
28937		-7.324894	1.414470	6.684819	0.144989	-0.369260	0.200909	13.728772	46.018788	-47.468568			
28938		-7.218104	1.396593	6.691676	0.133307	-0.370831	0.198484	13.868644	45.780083	-47.377547			
28939		-7.170914	1.421388	6.701866	0.154658	-0.362666	0.194911	14.018230	45.543530	-47.293385			
28940		-7.111387	1.435499	6.727995	0.171798	-0.354240	0.196268	14.178920	45.314022	-47.203363			
28941		-7.085332	1.470224	6.791759	0.185571	-0.349944	0.195272	14.347774	45.082715	-47.122933			
28942		-7.072096	1.517556	6.837814	0.190392	-0.344111	0.198793	14.519606	44.858097	-47.031509			
28943		-7.064573	1.480513	6.830040	0.187599	-0.352413	0.203486	14.689488	44.619637	-46.928359			
28944		-7.102830	1.530167	6.846944	0.198677	-0.347298	0.201194	14.864552	44.392508	-46.838336			
28945		-7.036036	1.622948	6.883392	0.208960	-0.362395	0.193887	15.037516	44.149382	-46.748107			
28946		-6.988073	1.715176	6.933992	0.213287	-0.355178	0.188505	15.210662	43.919396	-46.672112			
28947		-6.966381	1.766582	6.907145	0.204784	-0.373213	0.185619	15.373120	43.675382	-46.599356			
28948		-6.786930	1.802488	6.925315	0.179789	-0.378875	0.186866	15.520662	43.432251	-46.531996			
28949		-6.693833	1.749589	6.948848	0.165352	-0.351082	0.180211	15.660082	43.200817	-46.468421			
28950		-6.732267	1.794885	6.964993	0.149616	-0.327011	0.163618	15.784043	42.989662	-46.409699			
28951		-6.771782	1.839169	6.980497	0.151683	-0.321251	0.158556	15.904598	42.775243	-46.336460			
28952		-6.739935	1.881700	7.008082	0.152599	-0.304396	0.150831	16.025645	42.578371	-46.284076			
28953		-6.755375	1.892374	7.014961	0.146591	-0.305675	0.147940	16.140960	42.375805	-46.232631			
28954		-6.722507	1.871212	6.926153	0.133650	-0.301598	0.144125	16.246995	42.181386	-46.186024			
28955		-6.671898	1.866701	6.977493	0.131437	-0.305789	0.142713	16.348878	41.977707	-46.127331			
28956		-6.590377	1.796729	7.027921	0.159418	-0.287951	0.140986	16.469022	41.791160	-46.081336			
28957		-6.577594	1.849305	7.108865	0.182032	-0.277085	0.135801	16.599849	41.608795	-46.039520			
28958		-6.598900	1.860434	7.186241	0.195319	-0.267830	0.134666	16.739278	41.434174	-45.995134			
28959		-6.621066	1.916700	7.223297	0.191718	-0.263012	0.133677	16.876004	41.253716	-45.935782			
28960		-6.580533	1.939282	7.221509	0.202586	-0.268116	0.126208	17.014399	41.080182	-45.898965			
28961		-6.615809	2.007388	7.241910	0.204653	-0.271124	0.120048	17.151454	40.899339	-45.873949			
28962		-6.600297	2.107430	7.207809	0.205242	-0.279415	0.117832	17.284742	40.720905	-45.847012			
28963		-6.556693	2.183712	7.207367	0.195674	-0.293767	0.115418	17.407548	40.528552	-45.808405			
28964		-6.486745	2.181660	7.239908	0.188049	-0.297050	0.118620	17.527869	40.340249	-45.786051			
28965		-6.419958	2.222644	7.304793	0.178823	-0.284037	0.119338	17.643499	40.148841	-45.730329			
28966		-6.461316	2.267409	7.317552	0.176983	-0.281314	0.117193	17.758289	39.969295	-45.706521			
28967		-6.454745	2.288243	7.274791	0.159495	-0.289029	0.120584	17.862154	39.778310	-45.666745			
28968		-6.437557	2.242288	7.322161	0.157838	-0.290327	0.123311	17.966664	39.592697	-45.641656			
28969		-6.402872	2.239104	7.313330	0.142275	-0.295164	0.127938	18.063868	39.398712	-45.621449			
28970		-6.394394	2.214277	7.312821	0.135641	-0.299768	0.124596	18.154124	39.207658	-45.598581			
28971		-6.373571	2.221753	7.287977	0.148838	-0.295929	0.124252	18.250974	39.017039	-45.577758			
28972		-6.347834	2.197454	7.344089	0.166696	-0.292993	0.120743	18.357594	38.830304	-45.556977			
28973		-6.276464	2.291905	7.334190	0.181026	-0.297410	0.113192	18.469565	38.634874	-45.544356			
28974		-6.197564	2.308919	7.299932	0.173510	-0.297999	0.106446	18.572436	38.447952	-45.535682			
28975		-6.124865	2.358834	7.329838	0.178765	-0.289795	0.099378	18.676168	38.260088	-45.514759			
28976		-6.101617	2.377101	7.343313	0.159956	-0.282257	0.091733	18.766684	38.084383	-45.513425			
28977		-6.052365	2.415049	7.347905	0.164495	-0.279637	0.090701	18.860421	37.904371	-45.515378			
28978		-5.999579	2.464062	7.391784	0.162887	-0.254112	0.081992	18.952124	37.745723	-45.514837			
28979		-6.013748	2.438687	7.404197	0.153408	-0.251410	0.081557	19.038898	37.582604	-45.505142			
28980		-6.008743	2.464465	7.326139	0.144796	-0.250110	0.074509	19.117331	37.427516	-45.509360			
28981		-5.911545	2.487414	7.384129	0.152371	-0.232090	0.063990	19.199937	37.276337	-45.513507			
28982		-5.881860	2.578104	7.400119	0.149133	-0.223313	0.053056	19.275583	37.139796	-45.526466			
28983		-5.797832	2.620547	7.406694	0.132816	-0.200786	0.040870	19.340755	37.012277	-45.538653			
28984		-5.759240	2.642792	7.438247	0.127809	-0.192245	0.037697	19.402210	36.895466	-45.554965			
28985		-5.706501	2.705666	7.410522	0.116745	-0.170021	0.032916	19.460915	36.782800	-45.554734			
28986		-5.699081	2.748634	7.408140	0.105479	-0.161811	0.032092	19.511560	36.683516	-45.567801			
28987		-5.648853	2.712013	7.422519	0.087381	-0.148358	0.030385	19.554847	36.584769	-45.553677			
28988		-5.634363	2.729795	7.395244	0.083300	-0.135052	0.027929	19.594863	36.500737	-45.563295			
28989		-5.636172	2.705528	7.425972	0.071335	-0.117779	0.022317	19.629869	36.421127	-45.560925			
28990		-5.618587	2.733586	7.437562	0.074142	-0.107561	0.014039	19.662971	36.354607	-45.573379			
28991		-5.549778	2.704352	7.472661	0.070112	-0.092103	0.004878	19.694586	36.291527	-45.584471			
28992		-5.514096	2.739435	7.432748	0.065903	-0.075279	0.000870	19.722311	36.244968	-45.598065			
28993		-5.515030	2.731668	7.394600	0.055653	-0.057937	-0.012586	19.744384	36.203304	-45.600979			
28994		-5.532551	2.726650	7.445617	0.048706	-0.033782	-0.013842	19.762326	36.181971	-45.614471			
28995		-5.551783	2.631105	7.433285	0.040123	-0.011957	-0.024549	19.775447	36.170247	-45.623097			
28996		-5.593502	2.668877	7.456825	0.056509	0.012087	-0.036246	19.795528	36.177991	-45.640538			
28997		-5.681311	2.733396	7.536343	0.071523	0.036533	-0.048508	19.824877	36.196974	-45.645325			
28998		-5.735912	2.794807	7.580605	0.067918	0.053282	-0.053997	19.850344	36.230379	-45.664689			
28999		-5.852587	2.748692	7.605742	0.059093	0.058984	-0.053988	19.872729	36.262720	-45.683180			
29000		-5.876564	2.750986	7.617410	0.051536	0.066757	-0.063556	19.886944	36.305255	-45.705661			
29001		-5.901189	2.752509	7.628840	0.042527	0.073844	-0.058396	19.900291	36.346668	-45.721609			
29002		-5.925776	2.753819	7.640357	0.036543	0.069721	-0.051011	19.911292	36.388357	-45.734977			
29003		-5.917872	2.794330	7.576075	0.032862	0.075531	-0.047052	19.922548	36.430114	-45.743186			
29004		-5.869682	2.791786	7.593477	0.020204	0.078528	-0.043791	19.928316	36.475138	-45.749576			
29005		-5.861861	2.786252	7.498203	0.011355	0.087504	-0.041866	19.932683	36.521424	-45.745650			
